UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2023,40,4416358,2185337,2231021,1596700,1579943,284417,317391,50509,48233,165771,187431,6389,6627,81551,91396,1670435,1662559,309231,346624,92109,96439,190253,213350,12841,12976,1723712,1767655,1225400,1207668,258241,289905,15154,15461,160142,181521,4772,4944,60003,68156,1279565,1269251,275497,310435,42945,49030,180458,202904,9754,9815,461625,463366,371300,372275,26176,27486,35355,32772,5629,5910,1617,1683,21548,23240,390870,393308,33734,36189,49164,47409,9795,10446,3087,3161
R,1,2023,41,4308612,2127637,2180975,1560994,1549034,276022,310870,48659,46485,157477,180354,6281,6292,78204,87940,1631423,1628460,299571,339146,89187,93289,180697,204933,12279,12511,1684012,1731099,1204180,1187241,251116,284332,14339,14695,152051,174689,4678,4635,57648,65507,1255988,1246493,267599,304196,41597,47221,171298,194930,9289,9351,443625,449876,356814,361793,24906,26538,34320,31790,5426,5665,1603,1657,20556,22433,375435,381967,31972,34950,47590,46068,9399,10003,2990,3160
R,1,2023,42,4389548,2171915,2217633,1592903,1573823,287593,321948,50585,47908,155635,179403,6525,6445,78674,88106,1663752,1653355,311412,349840,91549,95704,178757,203522,12684,12523,1711929,1756706,1221911,1202229,262463,295046,15025,15203,149981,173616,4789,4816,57760,65796,1273805,1261575,278964,314807,42531,48710,169045,193495,9560,9433,459986,460927,370992,371594,25130,26902,35560,32705,5654,5787,1736,1629,20914,22310,389947,391780,32448,35033,49018,46994,9712,10027,3124,3090
R,1,2023,43,4215927,2082821,2133106,1529227,1514469,275292,309810,47890,45909,149558,172955,6039,6106,74815,83857,1596702,1589994,297572,336688,87743,91448,170845,195684,11710,11954,1647595,1692706,1177584,1159362,251775,284091,14178,14582,144339,167631,4546,4531,55173,62509,1227249,1215673,267168,302791,41232,46578,162033,186375,8978,9006,435226,440400,351643,355107,23517,25719,33712,31327,5219,5324,1493,1575,19642,21348,369453,374321,30404,33897,46511,44870,8812,9309,2732,2948
R,1,2023,44,4052669,1996385,2056284,1467964,1463084,262708,295745,45672,44448,143692,167811,5786,5673,70563,79523,1531482,1534760,283516,320731,83644,88068,163871,189324,10951,11080,1578163,1629337,1129184,1118118,240418,271371,13474,13856,138671,162339,4338,4172,52078,59481,1175993,1171693,254913,288919,39329,44628,155329,180095,8296,8335,418222,426947,338780,344966,22290,24374,32198,30592,5021,5472,1448,1501,18485,20042,355489,363067,28603,31812,44315,43440,8542,9229,2655,2745
R,1,2023,45,4026687,1980515,2046172,1464368,1463696,256019,290428,45528,44573,139717,163596,5513,5837,69370,78042,1526962,1534013,276312,314673,83652,87915,159130,184644,10606,11114,1566749,1619823,1127771,1117747,234968,266577,13692,14373,134823,158454,4139,4273,51356,58399,1174027,1170331,248917,283621,39767,44959,151084,175835,8059,8367,413766,426349,336597,345949,21051,23851,31836,30200,4894,5142,1374,1564,18014,19643,352935,363682,27395,31052,43885,42956,8046,8809,2547,2747
R,1,2023,46,3890141,1912881,1977260,1411222,1412528,245132,278683,43916,42327,140701,163458,5403,5340,66507,74924,1471028,1479984,263874,301539,80571,84679,159485,183463,10481,10322,1511135,1561095,1083484,1073064,224816,256135,13303,13496,136058,158416,4048,3944,49426,56040,1127817,1123413,237773,272136,38496,43396,151813,175002,7973,7793,401746,416165,327738,339464,20316,22548,30613,28831,4643,5042,1355,1396,17081,18884,343211,356571,26101,29403,42075,41283,7672,8461,2508,2529
R,1,2023,47,3870390,1903810,1966580,1403814,1404627,244565,277099,43229,41907,142847,165712,5139,5352,64216,71883,1461633,1469289,262813,298712,79445,82638,160209,184855,9653,10135,1507871,1557200,1080295,1069171,224728,255518,13069,13601,138247,160754,3895,4004,47637,54152,1123095,1117869,237336,270779,38192,42560,152654,176699,7407,7703,395939,409380,323519,335456,19837,21581,30160,28306,4600,4958,1244,1348,16579,17731,338538,351420,25477,27933,41253,40078,7555,8156,2246,2432
R,1,2023,48,3868197,1902885,1965312,1409983,1412997,241176,272524,42235,41210,141866,162740,5015,5110,62610,70731,1466286,1476724,258645,293296,77691,81960,158797,181404,9534,9544,1515759,1562186,1092401,1081800,222303,251739,13106,13440,137379,158030,3814,3785,46756,53392,1134377,1129764,234642,266475,37805,42631,151517,173629,7284,7212,387126,403126,317582,331197,18873,20785,29129,27770,4487,4710,1201,1325,15854,17339,331909,346960,24003,26821,39886,39329,7280,7775,2250,2332
R,1,2023,49,3799121,1863822,1935299,1378538,1388057,238060,269987,40246,39886,141435,163988,4841,5124,60702,68257,1433103,1449330,254773,290009,74841,79077,157971,182138,9104,9597,1494477,1547319,1074894,1068475,220303,250234,12595,13453,137233,159385,3698,3789,45754,51983,1115831,1115081,231989,264465,37164,41904,151146,174581,7060,7263,369345,387980,303644,319582,17757,19753,27651,26433,4202,4603,1143,1335,14948,16274,317272,334249,22784,25544,37677,37173,6825,7557,2044,2334
R,1,2023,50,3953439,1936140,2017299,1434224,1450053,249682,283829,41726,40371,143703,168242,4874,5132,61931,69672,1489961,1512632,266234,304060,77672,80978,160240,186232,9243,9709,1561874,1623833,1126157,1125199,231893,263736,13472,13840,139450,163653,3711,3833,47191,53572,1168477,1173167,243690,278321,39370,43674,153402,178855,7173,7453,374266,393466,308067,324854,17789,20093,28254,26531,4253,4589,1163,1299,14740,16100,321484,339465,22544,25739,38302,37304,6838,7377,2070,2256
R,1,2023,51,4117359,2017957,2099402,1520164,1533498,252690,287966,39828,40000,138111,161487,4946,4897,62218,71554,1576104,1598088,269172,308088,76515,82797,154240,179154,9324,9417,1654302,1716046,1219290,1216637,235435,268827,13638,14260,133910,156998,3725,3713,48304,55611,1262634,1266706,247433,283475,40715,46368,147674,171933,7238,7283,363655,383356,300874,316861,17255,19139,26190,25740,4201,4489,1221,1184,13914,15943,313470,331382,21739,24613,35800,36429,6566,7221,2086,2134
R,1,2023,52,4324183,2122371,2201812,1605866,1620027,265544,300229,41107,40124,140155,163453,4950,5078,64749,72901,1664232,1685617,282590,320653,80133,84407,155995,180932,9445,9824,1751961,1818743,1299651,1302889,247880,280845,14122,14789,135988,159010,3773,3882,50547,57328,1345138,1354313,260355,296035,43300,48584,149475,173736,7384,7691,370410,383069,306215,317138,17664,19384,26985,25335,4167,4443,1177,1196,14202,15573,319094,331304,22235,24618,36833,35823,6520,7196,2061,2133
R,1,2023,53,4149662,2031620,2118042,1548708,1569256,247602,282115,38259,38372,132469,155138,4721,4901,59861,68260,1602737,1630748,262966,300878,74633,80331,147181,171295,9060,9354,1679929,1750558,1256546,1264400,231270,263938,13283,14176,128604,150926,3637,3782,46589,53336,1298465,1312352,242406,277724,40492,45994,141133,164503,7150,7375,351691,367484,292162,304856,16332,18177,24976,24196,3865,4212,1084,1119,13272,14924,304272,318396,20560,23154,34141,34337,6048,6792,1910,1979
R,1,2023,54,4030105,1972133,2057972,1500929,1524218,242906,275393,37904,36797,129700,152355,4350,4788,56344,64421,1551676,1582176,257372,292988,72430,76938,143259,167115,8315,8943,1634036,1706935,1220106,1232321,227177,258092,13283,13969,126125,148367,3351,3650,43994,50536,1259643,1277673,237688,270918,39393,44793,137593,160834,6540,6988,338097,351037,280823,291897,15729,17301,24621,22828,3575,3988,999,1138,12350,13885,292033,304503,19684,22070,33037,32145,5666,6281,1775,1955
R,1,2023,55,3962185,1932498,2029687,1482069,1512494,238824,275584,35538,35797,117729,139232,4417,4520,53921,62060,1530779,1568359,252386,292820,69210,74826,130148,152842,8125,8588,1609616,1690819,1213033,1230392,223909,258692,12936,13891,114236,135442,3423,3501,42079,48901,1250914,1274335,233746,271396,38424,44089,124744,146765,6457,6766,322882,338868,269036,282102,14915,16892,22602,21906,3493,3790,994,1019,11842,13159,279865,294024,18640,21424,30786,30737,5404,6077,1668,1822
R,1,2023,56,3998776,1947057,2051719,1498715,1536886,241573,280204,34958,35043,114680,133536,4484,4546,52647,61504,1545986,1592172,255140,297029,68087,74204,126583,146628,8183,8519,1629068,1720435,1232529,1260231,227186,263841,13127,14204,111393,129929,3454,3511,41379,48719,1269599,1303949,237062,276326,38464,44685,121438,140947,6481,6702,317989,331284,266186,276655,14387,16363,21831,20839,3287,3607,1030,1035,11268,12785,276387,288223,18078,20703,29623,29519,5145,5681,1702,1817
R,1,2023,57,4143396,2015524,2127872,1553180,1595518,251583,291349,35791,36242,116580,137603,4425,4687,53965,62473,1601575,1651556,265225,308386,70219,76124,128465,151024,8269,8714,1697777,1796444,1287548,1319041,236684,274953,13964,15068,113356,134001,3453,3633,42772,49748,1325781,1363575,246769,287591,40615,46320,123462,145296,6611,6914,317747,331428,265632,276477,14899,16396,21827,21174,3224,3602,972,1054,11193,12725,275794,287981,18456,20795,29604,29804,5003,5728,1658,1800
R,1,2023,58,4314406,2088404,2226002,1626248,1689033,253641,296794,35044,35530,115367,136379,4122,4625,53982,63641,1674909,1746307,266670,313704,70227,77267,126870,149251,7807,8584,1783799,1902233,1370495,1417330,240034,280999,14259,15621,112279,133029,3222,3637,43510,51617,1409640,1463704,249799,293855,42143,49145,122076,143965,6250,6910,304605,323769,255753,271703,13607,15795,20785,19909,3088,3350,900,988,10472,12024,265269,282603,16871,19849,28084,28122,4794,5286,1557,1674
R,1,2023,59,4321894,2089786,2232108,1632461,1701716,248470,290099,33985,34539,117152,138609,4033,4496,53685,62649,1680820,1758053,261302,306333,69433,75681,128410,151399,7576,8495,1797086,1919558,1386653,1439450,235103,274852,14423,15465,114279,135323,3205,3510,43423,50958,1425643,1485196,244817,287271,42608,48588,123925,146232,6135,6808,292700,312550,245808,262266,13367,15247,19562,19074,2873,3286,828,986,10262,11691,255177,272857,16485,19062,26825,27093,4485,5167,1441,1687
R,1,2023,60,4322033,2085223,2236810,1637996,1716219,245065,288492,32746,33681,113836,132533,4075,4523,51505,61362,1684420,1771461,257252,304313,66627,74508,124723,144760,7585,8304,1804876,1935436,1401759,1462231,232561,274313,14104,15513,110985,129364,3253,3627,42214,50388,1439732,1507503,241822,286567,41468,48776,120416,139798,6226,6740,280347,301374,236237,253988,12504,14179,18642,18168,2851,3169,822,896,9291,10974,244688,263958,15430,17746,25159,25732,4307,4962,1359,1564
R,1,2023,61,4288486,2064946,2223540,1642516,1727158,236496,280744,30991,32339,100167,119493,3979,4171,50797,59635,1688293,1780853,248351,296087,64879,72398,110724,131052,7221,7810,1803220,1940763,1421814,1488622,224966,267605,13907,15430,97654,116644,3200,3331,41679,49131,1459270,1532754,234071,279461,41278,48208,106837,126570,5946,6327,261726,282777,220702,238536,11530,13139,17084,16909,2513,2849,779,840,9118,10504,229023,248099,14280,16626,23601,24190,3887,4482,1275,1483
R,1,2023,62,4343124,2084362,2258762,1653215,1749814,241875,286408,30937,32541,104391,126354,3832,4261,50112,59384,1698489,1803153,253802,301548,64277,72403,114607,137924,7113,7903,1823842,1975473,1433300,1510554,230364,273498,13808,15517,101895,123478,3102,3427,41373,48999,1470599,1554519,239564,285239,40998,48130,110810,133412,5818,6422,260520,283289,219915,239260,11511,12910,17129,17024,2496,2876,730,834,8739,10385,227890,248634,14238,16309,23279,24273,3797,4512,1295,1481
R,1,2023,63,4213162,2014994,2198168,1608191,1712180,228844,275648,28844,30699,98495,119945,3538,3886,47082,55810,1650526,1762399,239617,289946,60297,68178,108428,130762,6605,7239,1776488,1935180,1406789,1490393,218270,263334,13251,14766,96156,117289,2882,3167,39140,46231,1441898,1531857,226685,274546,39005,45622,104836,126625,5458,5950,238506,262988,201402,221787,10574,12314,15593,15933,2339,2656,656,719,7942,9579,208628,230542,12932,15400,21292,22556,3592,4137,1147,1289
R,1,2023,64,4141012,1973905,2167107,1577552,1690137,223318,269446,26833,29334,97844,120448,3396,3727,44962,54015,1618057,1738713,233754,283262,57232,65813,106880,130777,6177,6886,1750548,1917668,1389028,1479207,213091,258052,12682,14489,95642,117897,2764,3060,37341,44963,1422570,1519536,221242,268961,37598,44672,103591,126803,5114,5650,223357,249439,188524,210930,10227,11394,14151,14845,2202,2551,632,667,7621,9052,195487,219177,12512,14301,19634,21141,3289,3974,1063,1236
R,1,2023,65,4121928,1956686,2165242,1572087,1699401,215742,263720,26157,28182,95930,118276,3222,3523,43548,52140,1611226,1746314,225782,276768,55544,64121,104801,127828,5979,6530,1742454,1922960,1390416,1493605,206454,252885,12516,14042,93937,115965,2673,2848,36458,43615,1423075,1532739,214380,263220,36850,43961,101748,124272,5021,5375,214232,242282,181671,205796,9288,10835,13641,14140,1993,2311,549,675,7090,8525,188151,213575,11402,13548,18694,20160,3053,3556,958,1155
R,1,2023,66,3992810,1887289,2105521,1520762,1653759,205461,255958,24453,26653,92538,116266,3046,3399,41029,49486,1557820,1698244,214942,268604,52228,60534,100703,125434,5639,6272,1686284,1875773,1350231,1458527,196705,245479,11790,13525,90625,113979,2521,2813,34412,41450,1381252,1495692,204168,255544,34837,41733,97826,121920,4702,5246,201005,229748,170531,195232,8756,10479,12663,13128,1913,2287,525,586,6617,8036,176568,202552,10774,13060,17391,18801,2877,3514,937,1026
R,1,2023,67,3857009,1818354,2038655,1470321,1607485,193184,242221,23188,25269,90101,114110,2851,3256,38709,46314,1505199,1648997,202052,254008,49392,56963,97799,122742,5323,6002,1627766,1818723,1308659,1420212,184671,232327,11240,12769,88292,111964,2361,2628,32543,38823,1337902,1454885,191656,241673,33070,39185,95074,119516,4472,4976,190588,219932,161662,187273,8513,9894,11948,12500,1809,2146,490,628,6166,7491,167297,194112,10396,12335,16322,17778,2725,3226,851,1026
R,1,2023,68,3768156,1768759,1999397,1436836,1585340,184559,233329,21543,23927,87266,109502,2769,3175,35786,44124,1468993,1624788,192907,244501,45802,54274,94325,117688,5066,5910,1591221,1790808,1285892,1407373,176762,224049,10658,12312,85630,107501,2292,2625,29987,36948,1312767,1440274,183317,232843,30754,37603,91882,114631,4266,4949,177538,208589,150944,177967,7797,9280,10885,11615,1636,2001,477,550,5799,7176,156226,184514,9590,11658,15048,16671,2443,3057,800,961
R,1,2023,69,3561144,1663190,1897954,1362955,1516685,166386,215364,19378,21566,79355,100844,2403,2806,32713,40689,1392428,1553234,173939,225760,41847,49452,85654,108202,4468,5226,1502155,1706477,1225502,1352707,159382,206898,9756,11363,77896,99038,1986,2331,27633,34140,1250369,1383267,165324,215138,28573,34674,83501,105465,3758,4427,161035,191477,137453,163978,7004,8466,9622,10203,1459,1806,417,475,5080,6549,142059,169967,8615,10622,13274,14778,2153,2737,710,799
R,1,2023,70,3469384,1613727,1855657,1328377,1487433,156464,207034,17912,20505,78554,100047,2341,2705,30079,37933,1355372,1521471,163580,216704,38414,46635,84435,106801,4287,5050,1463559,1673699,1199775,1331043,149862,199084,9180,10970,77250,98369,1985,2260,25507,31973,1222579,1359617,155546,206830,26472,32922,82459,104275,3650,4274,150168,181958,128602,156390,6602,7950,8732,9535,1304,1678,356,445,4572,5960,132793,161854,8034,9874,11942,13713,1976,2526,637,776
R,1,2023,71,3272446,1516546,1755900,1258114,1417007,143788,193445,16194,18719,68088,88825,2047,2435,28315,35469,1283576,1448857,150341,202598,35892,43552,73333,94746,3845,4508,1377946,1588117,1138819,1272628,137965,186133,8503,10050,66888,87348,1746,2007,24025,29951,1160323,1299410,143237,193390,25061,31093,71556,92494,3297,3793,138600,167783,119295,144379,5823,7312,7691,8669,1200,1477,301,428,4290,5518,123253,149447,7104,9208,10831,12459,1777,2252,548,715
R,1,2023,72,3121071,1438929,1682142,1186253,1347961,138683,188189,15405,17994,69995,92461,2007,2335,26586,33202,1210153,1377678,145011,196963,33649,40926,74895,98254,3687,4368,1306039,1517227,1071910,1205818,132939,181057,8090,9554,68835,91000,1704,1959,22561,27839,1092098,1230641,137991,188012,23504,28760,73173,95999,3175,3699,132890,164915,114343,142143,5744,7132,7315,8440,1160,1461,303,376,4025,5363,118055,147037,7020,8951,10145,12166,1722,2255,512,669
R,1,2023,73,3000465,1378095,1622370,1145494,1310826,126018,174731,14160,16335,66279,87243,1815,2087,24329,31148,1167431,1338684,131609,182838,31033,38051,70713,92429,3451,4019,1257081,1470723,1040964,1179586,121007,168261,7576,8895,65190,85860,1549,1744,20795,26377,1059651,1203077,125509,174811,21928,27295,69136,90396,2989,3416,121014,151647,104530,131240,5011,6470,6584,7440,1089,1383,266,343,3534,4771,107780,135607,6100,8027,9105,10756,1577,2033,462,603
R,1,2023,74,2914548,1334183,1580365,1116575,1287867,117460,163468,13076,15298,62395,81890,1718,2029,22959,29813,1137182,1314540,122794,171375,29103,35946,66582,86871,3230,3862,1222343,1437827,1019607,1164361,112913,157536,7277,8453,61387,80551,1444,1715,19715,25211,1037245,1186836,117263,163871,20949,25924,65130,84868,2788,3302,111840,142538,96968,123506,4547,5932,5799,6845,1008,1339,274,314,3244,4602,99937,127704,5531,7504,8154,10022,1452,2003,442,560
R,1,2023,75,2924490,1335847,1588643,1137435,1318945,105595,149497,12293,14288,56800,74952,1590,1803,22134,29158,1157476,1345184,110592,156947,27869,34940,60636,79584,2993,3499,1230505,1453913,1045877,1201751,101511,143851,6785,7961,55909,73818,1365,1524,19058,25008,1063109,1224184,105568,149939,20151,25652,59316,77899,2630,3040,105342,134730,91558,117194,4084,5646,5508,6327,891,1134,225,279,3076,4150,94367,121000,5024,7008,7718,9288,1320,1685,363,459
R,1,2023,76,2548176,1158025,1390151,986904,1155516,89208,128545,10599,12687,50682,66999,1393,1556,19239,24848,1004365,1177929,93497,134823,24052,29966,54001,71097,2657,3150,1065076,1268461,906026,1049613,85532,123468,5909,7130,49942,65913,1179,1305,16488,21032,920986,1068513,88973,128492,17406,21791,52882,69481,2299,2689,92949,121690,80878,105903,3676,5077,4690,5557,740,1086,214,251,2751,3816,83379,109416,4524,6331,6646,8175,1119,1616,358,461
R,1,2023,77,2061933,927208,1134725,782255,933089,75982,112068,8740,10990,44016,57191,1177,1527,15038,19860,795773,950829,79457,117313,19028,24587,46827,60596,2302,2885,844949,1024672,710415,837043,72765,107510,4719,5890,43288,56220,1000,1267,12762,16742,721834,851917,75514,111729,13420,17336,45747,59204,1990,2454,82259,110053,71840,96046,3217,4558,4021,5100,728,971,177,260,2276,3118,73939,98912,3943,5584,5608,7251,1080,1392,312,431
R,1,2023,78,1975221,879333,1095888,747025,906607,68766,104935,7964,10151,40396,53864,1053,1325,14129,19006,759759,923522,72194,110211,17573,23123,42990,57010,2078,2665,806299,995254,683104,818480,65905,100964,4376,5515,39867,53014,907,1110,12140,16171,694013,832815,68681,105238,12617,16555,42175,55766,1821,2291,73034,100634,63921,88127,2861,3971,3588,4636,529,850,146,215,1989,2835,65746,90707,3513,4973,4956,6568,815,1244,257,374
R,1,2023,79,1944830,859222,1085608,737353,910833,63893,98709,7297,9445,36638,47256,921,1183,13120,18182,749204,927128,66935,103595,16502,22028,38866,50145,1903,2422,791919,991273,678279,828179,61326,94927,4141,5238,36071,46503,793,989,11309,15437,688478,841946,63785,98882,12082,15955,38059,48996,1649,2081,67303,94335,59074,82654,2567,3782,3156,4207,567,753,128,194,1811,2745,60726,85182,3150,4713,4420,6073,807,1149,254,341
R,1,2023,80,1811644,793097,1018547,680836,854665,58277,92020,6484,8583,34950,45930,809,1102,11741,16247,691406,869209,61077,96456,14528,19821,37070,48522,1637,2165,732426,930623,627499,777597,55877,88438,3739,4698,34489,45212,682,910,10140,13768,636602,789862,58177,92025,10683,14253,36369,47465,1406,1853,60671,87924,53337,77068,2400,3582,2745,3885,461,718,127,192,1601,2479,54804,79347,2900,4431,3845,5568,701,1057,231,312
R,1,2023,81,1526259,659478,866781,563937,724378,48952,79648,5675,7448,30180,40273,745,959,9989,14075,572921,736932,51416,83462,12444,17197,32015,42602,1453,1871,606267,790801,517164,657414,46922,76755,3239,4185,29784,39659,640,797,8518,11991,524819,668075,48887,79830,9007,12514,31411,41672,1251,1598,53211,75980,46773,66964,2030,2893,2436,3263,396,614,105,162,1471,2084,48102,68857,2529,3632,3437,4683,604,930,202,273
R,1,2023,82,1377332,585220,792112,497840,659381,43722,73883,5095,6971,28924,38436,686,862,8953,12579,505882,670563,45932,77467,11136,15457,30647,40569,1299,1726,535810,718605,454306,594649,41822,70995,2907,3831,28542,37850,575,708,7658,10572,461166,603985,43596,73855,8023,10972,30081,39713,1113,1463,49410,73507,43534,64732,1900,2888,2188,3140,382,586,111,154,1295,2007,44716,66578,2336,3612,3113,4485,566,856,186,263
R,1,2023,83,1221378,512224,709154,436407,591288,37943,65774,4313,6101,25415,33906,529,816,7617,11269,443222,601269,39803,68911,9424,13721,26876,35816,1093,1625,468818,643467,398136,533253,36218,63134,2421,3410,25073,33368,427,673,6543,9629,403969,541731,37738,65676,6788,9965,26393,35038,937,1383,43406,65687,38271,58035,1725,2640,1892,2691,342,538,102,143,1074,1640,39253,59538,2065,3235,2636,3756,483,778,156,242
R,1,2023,84,1137104,471040,666064,403242,558807,33636,59779,3981,5825,22830,30792,471,672,6880,10189,409415,567873,35282,62711,8617,12623,24183,32479,961,1347,431972,605321,368657,505245,32181,57371,2284,3237,22534,30338,384,548,5932,8582,373973,512817,33494,59757,6288,8955,23729,31814,817,1149,39068,60743,34585,53562,1455,2408,1697,2588,296,454,87,124,948,1607,35442,55056,1788,2954,2329,3668,454,665,144,198
R,1,2023,85,997230,406908,590322,347816,494226,29201,53513,3287,4918,20159,28143,434,616,6011,8906,353268,502132,30771,56099,7275,10775,21275,29737,846,1257,373105,536980,317759,447041,27967,51380,1905,2763,19894,27729,372,513,5208,7554,322476,453697,29243,53483,5360,7760,20900,29118,729,1080,33803,53342,30057,47185,1234,2133,1382,2155,265,414,62,103,803,1352,30792,48435,1528,2616,1915,3015,375,619,117,177
R,1,2023,86,882206,353167,529039,302621,444933,24557,46753,2836,4383,17557,24713,330,562,5266,7695,307331,451671,25911,49063,6236,9353,18642,26157,759,1133,323397,480307,276111,401728,23478,44858,1635,2424,17350,24354,280,468,4543,6475,280151,407356,24572,46764,4544,6568,18329,25619,673,964,29770,48732,26510,43205,1079,1895,1201,1959,207,359,50,94,723,1220,27180,44315,1339,2299,1692,2785,313,538,86,169
R,1,2023,87,784354,307983,476371,263923,399591,21752,42471,2473,3961,15115,22783,298,473,4422,7092,267888,405881,22916,44515,5282,8541,16007,24093,639,982,282087,432978,240937,361125,20774,40827,1415,2182,14932,22413,246,390,3783,6041,244314,366455,21734,42486,3799,6113,15735,23560,551,838,25896,43393,22986,38466,978,1644,1058,1779,183,370,52,83,639,1051,23574,39426,1182,2029,1483,2428,272,533,88,144
R,1,2023,88,689358,265356,424002,228213,357568,18246,37178,2086,3426,12814,19235,301,413,3696,6182,231527,362999,19233,38964,4393,7455,13599,20429,585,866,243207,386161,208406,323972,17444,35742,1213,1897,12662,18944,251,345,3231,5261,211289,328566,18267,37192,3212,5325,13376,20010,502,755,22149,37841,19807,33596,802,1436,873,1529,152,291,50,68,465,921,20238,34433,966,1772,1181,2130,223,419,83,111
R,1,2023,89,573975,216844,357131,186562,300424,14663,31186,1696,2774,10639,17271,225,340,3059,5136,189316,304878,15406,32685,3671,6053,11310,18303,457,774,198860,325223,170565,272016,14033,29922,971,1578,10494,17018,184,292,2613,4397,172902,275813,14641,31140,2633,4380,11104,17938,390,678,17984,31908,15997,28408,630,1264,725,1196,145,253,41,48,446,739,16414,29065,765,1545,1038,1673,206,365,67,96
R,1,2023,90,520997,191585,329412,164874,277907,13027,28475,1460,2631,9272,15532,174,363,2778,4504,167355,281865,13761,29819,3159,5494,9892,16405,411,721,175986,300831,150960,252445,12462,27362,820,1531,9156,15295,157,306,2431,3892,153131,255849,13071,28488,2306,4014,9710,16064,371,628,15599,28581,13914,25462,565,1113,640,1100,116,237,17,57,347,612,14224,26016,690,1331,853,1480,182,341,40,93
R,1,2023,91,431921,154805,277116,135083,236840,9156,21688,1112,2042,7155,12468,141,283,2158,3795,137003,240109,9760,22835,2412,4458,7653,13221,330,632,142220,253863,123801,216023,8757,20862,628,1174,7076,12304,115,235,1843,3265,125435,218817,9284,21800,1705,3257,7515,12977,274,542,12585,23253,11282,20817,399,826,484,868,79,164,26,48,315,530,11568,21292,476,1035,707,1201,138,244,56,90
R,1,2023,92,383365,133373,249992,115422,212663,8319,19861,1014,1820,6697,11926,134,241,1787,3481,117023,215675,8810,20885,2080,4036,7119,12627,287,533,122342,228213,105572,193223,7922,19031,574,1011,6601,11792,113,203,1560,2953,106968,195744,8327,19869,1501,2874,6978,12424,252,467,11031,21779,9850,19440,397,830,440,809,96,134,21,38,227,528,10055,19931,483,1016,579,1162,141,203,35,66
